day;month;year;hour;weekday;holiday;temp;rain_1h;snow_1h;clouds_all;weather_main;traffic_volume
28;12;2013;13;7;0;278.52;1.07;0;64;Rain;4162
28;12;2013;14;7;0;279.64;0.91;0;64;Rain;4077
28;12;2013;15;7;0;279.32;1.41;0;64;Rain;4424
28;12;2013;16;7;0;278.65;0.91;0;64;Rain;4451
28;12;2013;17;7;0;275.45;0.25;0;64;Rain;4334
28;12;2013;17;7;0;275.45;0.25;0;64;Mist;4334
28;12;2013;19;7;0;272.76;0.25;0;64;Rain;3206
28;12;2013;19;7;0;272.76;0.25;0;64;Mist;3206
28;12;2013;20;7;0;272.32;0.25;0;64;Rain;2652
28;12;2013;20;7;0;272.32;0.25;0;64;Mist;2652
28;12;2013;21;7;0;272.24;0;0;64;Clouds;2484
28;12;2013;22;7;0;270.82;0;0;64;Mist;2375
28;12;2013;23;7;0;269.11;0.25;0;64;Rain;1555
28;12;2013;23;7;0;269.11;0.25;0;64;Mist;1555
29;12;2013;0;1;0;266.7;0;0;64;Mist;1057
29;12;2013;0;1;0;266.7;0;0;64;Snow;1057
29;12;2013;1;1;0;264.69;0;0;64;Clouds;724
29;12;2013;2;1;0;263.06;0;0;64;Clouds;521
29;12;2013;3;1;0;262.21;0;0;64;Clouds;328
29;12;2013;4;1;0;260.54;0;0;64;Clouds;300
29;12;2013;5;1;0;258.9;0;0;64;Clouds;484
29;12;2013;6;1;0;257.43;0;0;64;Clouds;716
29;12;2013;7;1;0;256.66;0;0;64;Clouds;930
29;12;2013;8;1;0;255.43;0;0;64;Clouds;1382
29;12;2013;9;1;0;253.85;0;0;20;Clouds;2261
29;12;2013;10;1;0;253.6;0;0;90;Clouds;3426
29;12;2013;12;1;0;254.63;0;0;64;Clouds;3167
29;12;2013;13;1;0;254.93;0;0;64;Clouds;3430
29;12;2013;14;1;0;255.19;0;0;64;Clouds;3457
29;12;2013;15;1;0;255.4;0;0;64;Clouds;3769
29;12;2013;16;1;0;252.15;0;0;1;Clear;3703
29;12;2013;17;1;0;250.8;0;0;1;Clear;3333
29;12;2013;18;1;0;249.8;0;0;1;Clear;2871
29;12;2013;19;1;0;249.15;0;0;1;Clear;2552
29;12;2013;20;1;0;249.44;0;0;5;Clear;2067
29;12;2013;21;1;0;248.14;0;0;1;Clear;2494
29;12;2013;22;1;0;248.63;0;0;1;Clear;2618
29;12;2013;23;1;0;248.13;0;0;1;Clear;1083
30;12;2013;0;2;0;249.15;0;0;1;Clear;551
30;12;2013;1;2;0;249.15;0;0;1;Clear;355
30;12;2013;2;2;0;248.13;0;0;1;Clear;290
30;12;2013;3;2;0;248.13;0;0;1;Clear;256
30;12;2013;4;2;0;249.15;0;0;1;Clear;627
30;12;2013;5;2;0;249.15;0;0;1;Clear;2107
30;12;2013;6;2;0;248.48;0;0;1;Clear;4596
30;12;2013;7;2;0;249.47;0;0;90;Clouds;4855
30;12;2013;8;2;0;250.47;0;0;90;Clouds;4385
30;12;2013;9;2;0;251.11;0;0;90;Snow;3792
30;12;2013;9;2;0;251.11;0;0;90;Haze;3792
30;12;2013;10;2;0;253.34;0;0;90;Snow;3793
30;12;2013;10;2;0;253.34;0;0;90;Haze;3793
30;12;2013;11;2;0;254.44;0;0;90;Snow;3829
30;12;2013;12;2;0;255.29;0;0;90;Snow;3672
30;12;2013;13;2;0;255.82;0;0;90;Snow;3285
30;12;2013;14;2;0;255.8;0;0;90;Snow;3781
30;12;2013;15;2;0;256.01;0.76;0;90;Rain;4233
30;12;2013;15;2;0;256.01;0.76;0;90;Snow;4233
30;12;2013;16;2;0;255.81;0.25;0;90;Rain;3938
30;12;2013;16;2;0;255.81;0.25;0;90;Snow;3938
30;12;2013;17;2;0;255.92;0;0;90;Snow;3835
30;12;2013;18;2;0;255.37;0;0;64;Clouds;3041
30;12;2013;19;2;0;256.12;0;0;64;Clouds;2337
30;12;2013;20;2;0;255.5;0;0;64;Clouds;1862
30;12;2013;21;2;0;255.79;0;0;64;Clouds;1668
30;12;2013;22;2;0;255.3;0;0;90;Snow;1413
30;12;2013;23;2;0;254.15;0;0;90;Snow;942
31;12;2013;0;3;0;251.31;0;0;64;Clouds;580
31;12;2013;1;3;0;250.14;0;0;1;Clear;351
31;12;2013;2;3;0;249.36;0;0;1;Clear;288
31;12;2013;3;3;0;249.15;0;0;1;Clear;294
31;12;2013;4;3;0;249.34;0;0;1;Clear;580
31;12;2013;5;3;0;249.67;0;0;1;Mist;1861
31;12;2013;6;3;0;249.15;0;0;1;Clear;3832
31;12;2013;7;3;0;249.66;0;0;90;Clouds;4232
31;12;2013;8;3;0;250.66;0;0;90;Clouds;3821
31;12;2013;9;3;0;250.88;0;0;90;Clouds;3648
31;12;2013;10;3;0;251.46;0;0;90;Clouds;3576
31;12;2013;11;3;0;252.46;0;0;90;Clouds;4103
31;12;2013;13;3;0;255.37;0;0;64;Clouds;4624
31;12;2013;14;3;0;255.41;0;0;64;Clouds;5064
31;12;2013;15;3;0;255.43;0;0;64;Clouds;5241
31;12;2013;16;3;0;251.13;0;0;1;Clear;5133
31;12;2013;17;3;0;249.44;0;0;1;Clear;4435
31;12;2013;18;3;0;251.43;0;0;20;Clouds;3797
31;12;2013;19;3;0;248.13;0;0;1;Clear;4504
31;12;2013;20;3;0;247.66;0;0;1;Clear;3478
31;12;2013;21;3;0;248.63;0;0;1;Clear;2711
31;12;2013;22;3;0;248.39;0;0;40;Clouds;2189
31;12;2013;23;3;0;249.89;0;0;90;Clouds;1457
1;1;2014;0;4;1;250.14;0;0;90;Clouds;1395
1;1;2014;1;4;0;250.39;0;0;75;Clouds;1292
1;1;2014;2;4;0;250.39;0;0;90;Clouds;957
1;1;2014;3;4;0;250.89;0;0;90;Clouds;559
1;1;2014;4;4;0;250.89;0;0;90;Clouds;329
1;1;2014;5;4;0;251.15;0;0;90;Clouds;435
1;1;2014;6;4;0;251.15;0;0;90;Clouds;606
1;1;2014;7;4;0;251.15;0;0;90;Clouds;772
1;1;2014;8;4;0;251.64;0;0;90;Clouds;993
1;1;2014;9;4;0;251.8;0;0;90;Clouds;1258
1;1;2014;11;4;0;253.88;0;0;90;Clouds;2360
1;1;2014;12;4;0;255.36;0;0;64;Clouds;2574
1;1;2014;13;4;0;255.74;0;0;64;Clouds;2812
1;1;2014;14;4;0;256.16;0;0;64;Clouds;2920
1;1;2014;15;4;0;256.41;0;0;64;Clouds;2891
1;1;2014;16;4;0;256.19;0;0;64;Clouds;2842
1;1;2014;17;4;0;255.95;0;0;64;Clouds;2708
1;1;2014;18;4;0;255.66;0;0;64;Clouds;2586
1;1;2014;19;4;0;255.62;0;0;64;Clouds;2121
1;1;2014;20;4;0;255.46;0;0;64;Clouds;1690
1;1;2014;22;4;0;276.793;0;0;64;Clouds;1175
1;1;2014;23;4;0;254.98;0;0;64;Clouds;749
2;1;2014;0;5;0;255.34;0;0;90;Clouds;422
2;1;2014;2;5;0;254.5;0;0;90;Clouds;213
2;1;2014;3;5;0;251.62;0;0;90;Clouds;283
2;1;2014;4;5;0;250.14;0;0;40;Clouds;694
2;1;2014;5;5;0;249.48;0;0;1;Clear;2439
2;1;2014;6;5;0;248.48;0;0;1;Clear;5032
2;1;2014;7;5;0;247.64;0;0;1;Clear;5654
2;1;2014;8;5;0;248.15;0;0;1;Clear;4944
2;1;2014;9;5;0;249.8;0;0;1;Clear;4282
2;1;2014;11;5;0;252.63;0;0;5;Clear;3991
2;1;2014;12;5;0;254.67;0;0;64;Clouds;4350
2;1;2014;13;5;0;255.87;0;0;64;Clouds;4558
2;1;2014;14;5;0;256.36;0;0;64;Clouds;4801
2;1;2014;15;5;0;256.65;0;0;64;Clouds;4835
2;1;2014;16;5;0;256.49;0;0;64;Clouds;5415
2;1;2014;17;5;0;253.9;0;0;1;Clear;5216
2;1;2014;18;5;0;251.4;0;0;64;Clouds;3828
2;1;2014;19;5;0;251.27;0;0;5;Clear;2763
2;1;2014;20;5;0;248.78;0;0;5;Clear;2225
2;1;2014;21;5;0;248.79;0;0;1;Clear;3355
2;1;2014;22;5;0;248.14;0;0;1;Clear;2261
2;1;2014;23;5;0;249.15;0;0;1;Clear;1072
3;1;2014;1;6;0;276.793;0;0;64;Clouds;386
3;1;2014;2;6;0;249.39;0;0;1;Clear;285
3;1;2014;3;6;0;250.55;0;0;75;Clouds;309
3;1;2014;4;6;0;251.76;0;0;75;Clouds;689
3;1;2014;5;6;0;253.86;0;0;90;Clouds;2347
3;1;2014;7;6;0;255.62;0;0;64;Clouds;5668
3;1;2014;8;6;0;256.72;0;0;64;Clouds;5191
3;1;2014;9;6;0;258.1;0;0;64;Clouds;4549
3;1;2014;10;6;0;259.75;0;0;64;Clouds;4088
3;1;2014;11;6;0;260.91;0;0;64;Snow;4446
3;1;2014;12;6;0;262.52;0;0;64;Snow;4872
3;1;2014;13;6;0;263.57;0;0;64;Snow;5008
3;1;2014;13;6;0;263.57;0;0;64;Haze;5008
3;1;2014;14;6;0;264.25;0;0;64;Haze;5302
3;1;2014;14;6;0;264.25;0;0;64;Snow;5302
3;1;2014;15;6;0;264.94;0;0;64;Haze;5463
3;1;2014;15;6;0;264.94;0;0;64;Snow;5463
3;1;2014;15;6;0;264.94;0;0;64;Mist;5463
3;1;2014;16;6;0;265.27;0.25;0;64;Rain;5923
3;1;2014;16;6;0;265.27;0.25;0;64;Haze;5923
3;1;2014;16;6;0;265.27;0.25;0;64;Mist;5923
3;1;2014;17;6;0;265.46;0;0;64;Haze;5439
3;1;2014;17;6;0;265.46;0;0;64;Snow;5439
3;1;2014;17;6;0;265.46;0;0;64;Mist;5439
3;1;2014;18;6;0;266.09;0;0;64;Mist;4222
3;1;2014;19;6;0;266.79;0;0;64;Mist;3037
3;1;2014;20;6;0;267.97;0;0;90;Clouds;2427
3;1;2014;20;6;0;268.88;0;0;90;Clouds;2427
3;1;2014;22;6;0;269.63;0;0;64;Clouds;1782
3;1;2014;23;6;0;270.01;0;0;64;Snow;1300
4;1;2014;0;7;0;270.54;0.76;0;64;Rain;812
4;1;2014;0;7;0;270.54;0.76;0;64;Mist;812
4;1;2014;0;7;0;270.54;0.76;0;64;Snow;812
4;1;2014;1;7;0;270.77;0;0;64;Clouds;598
4;1;2014;2;7;0;271.47;0;0;64;Clouds;506
4;1;2014;3;7;0;272.21;0;0;64;Clouds;351
4;1;2014;4;7;0;273.33;0;0;64;Snow;318
4;1;2014;5;7;0;272.57;0;0;64;Mist;695
4;1;2014;6;7;0;270.47;0;0;64;Mist;1103
4;1;2014;7;7;0;269.06;0;0;64;Haze;1482
4;1;2014;8;7;0;266.63;0;0;64;Clouds;2157
4;1;2014;9;7;0;264.66;0;0;64;Snow;2789
4;1;2014;10;7;0;263.76;0;0;64;Clouds;3232
4;1;2014;11;7;0;263.62;0;0;64;Snow;3607
4;1;2014;12;7;0;263.7;0;0;64;Clouds;4172
4;1;2014;13;7;0;264.14;0;0;64;Clouds;4114
4;1;2014;14;7;0;263.78;0;0;64;Clouds;4249
4;1;2014;15;7;0;263.05;0;0;64;Clouds;4412
4;1;2014;16;7;0;262.29;0;0;64;Clouds;4343
4;1;2014;17;7;0;260.45;0;0;64;Clouds;4070
4;1;2014;19;7;0;259.23;0;0;64;Clouds;2701
4;1;2014;20;7;0;258.02;0;0;64;Clouds;2253
4;1;2014;21;7;0;257.18;0;0;64;Clouds;2537
4;1;2014;22;7;0;256.3;0;0;64;Clouds;3258
4;1;2014;23;7;0;255.63;0;0;64;Clouds;1566
5;1;2014;0;1;0;252.38;0;0;1;Clear;891
5;1;2014;1;1;0;251.14;0;0;1;Clear;554
5;1;2014;2;1;0;250.63;0;0;1;Clear;458
5;1;2014;3;1;0;249.88;0;0;1;Clear;288
5;1;2014;4;1;0;248.88;0;0;1;Clear;232
5;1;2014;5;1;0;248.8;0;0;1;Clear;384
5;1;2014;6;1;0;248.48;0;0;1;Clear;665
5;1;2014;7;1;0;247.81;0;0;5;Clear;784
5;1;2014;8;1;0;248.47;0;0;5;Clear;1176
5;1;2014;9;1;0;248.8;0;0;1;Clear;1713
5;1;2014;10;1;0;250.8;0;0;1;Clear;2355
5;1;2014;11;1;0;251.15;0;0;1;Clear;2627
5;1;2014;12;1;0;251.8;0;0;1;Clear;3084
5;1;2014;13;1;0;252.13;0;0;5;Clear;3109
5;1;2014;14;1;0;251.39;0;0;75;Clouds;3230
5;1;2014;15;1;0;250.9;0;0;75;Clouds;3197
5;1;2014;16;1;0;250.15;0;0;90;Haze;3040
5;1;2014;17;1;0;249.16;0;0;40;Snow;2621
5;1;2014;18;1;0;247.62;0;0;20;Clouds;2233
5;1;2014;19;1;0;248.27;0;0;40;Clouds;2022
5;1;2014;21;1;0;276.793;0;0;64;Clouds;1300
5;1;2014;22;1;0;276.793;0;0;64;Clouds;1106
5;1;2014;23;1;0;276.793;0;0;64;Clouds;731
6;1;2014;0;2;0;276.793;0;0;64;Clouds;477
6;1;2014;1;2;0;276.793;0;0;64;Clouds;277
6;1;2014;2;2;0;276.793;0;0;64;Clouds;193
6;1;2014;3;2;0;276.793;0;0;64;Clouds;242
6;1;2014;4;2;0;276.793;0;0;64;Clouds;606
6;1;2014;5;2;0;276.793;0;0;64;Clouds;1930
6;1;2014;6;2;0;276.793;0;0;64;Clouds;3959
6;1;2014;7;2;0;276.793;0;0;64;Clouds;4471
6;1;2014;8;2;0;276.793;0;0;64;Clouds;3520
6;1;2014;9;2;0;276.793;0;0;64;Clouds;2844
6;1;2014;10;2;0;276.793;0;0;64;Clouds;2656
6;1;2014;11;2;0;247.15;0;0;20;Clouds;2641
6;1;2014;12;2;0;247.15;0;0;75;Clouds;2885
6;1;2014;13;2;0;247.47;0;0;40;Clouds;3073
6;1;2014;14;2;0;247.8;0;0;40;Clouds;3433
6;1;2014;15;2;0;248.17;0;0;1;Clear;3708
6;1;2014;16;2;0;247.15;0;0;40;Clouds;4228
6;1;2014;17;2;0;247.15;0;0;75;Clouds;3735
6;1;2014;18;2;0;247.15;0;0;40;Clouds;2526
6;1;2014;19;2;0;247.15;0;0;1;Clear;1736
6;1;2014;21;2;0;276.793;0;0;64;Clouds;1200
6;1;2014;22;2;0;276.793;0;0;64;Clouds;1065
6;1;2014;23;2;0;247.15;0;0;75;Clouds;772
7;1;2014;0;3;0;247.49;0;0;75;Clouds;396
7;1;2014;1;3;0;247.84;0;0;1;Clear;272
7;1;2014;2;3;0;247.15;0;0;1;Clear;209
7;1;2014;3;3;0;247.4;0;0;1;Clear;289
7;1;2014;4;3;0;247.82;0;0;40;Clouds;683
7;1;2014;5;3;0;248.39;0;0;1;Clear;2172
7;1;2014;6;3;0;248.63;0;0;1;Clear;4114
7;1;2014;7;3;0;248.79;0;0;40;Clouds;5761
7;1;2014;8;3;0;249.66;0;0;1;Clear;4615
7;1;2014;9;3;0;250.8;0;0;1;Clear;3902
7;1;2014;10;3;0;253.48;0;0;1;Clear;3500
7;1;2014;12;3;0;255.48;0;0;64;Clouds;4023
7;1;2014;13;3;0;256.19;0;0;64;Clouds;4178
7;1;2014;14;3;0;257.05;0;0;64;Clouds;4431
7;1;2014;15;3;0;257.16;0;0;64;Clouds;5013
7;1;2014;16;3;0;257.17;0;0;64;Clouds;5721
7;1;2014;17;3;0;256.2;0;0;1;Clear;5550
7;1;2014;18;3;0;255.82;0;0;64;Clouds;4072
7;1;2014;19;3;0;254.95;0;0;1;Clear;2793
7;1;2014;20;3;0;253.27;0;0;1;Clear;2147
7;1;2014;21;3;0;252.36;0;0;1;Clear;1903
7;1;2014;23;3;0;253.82;0;0;75;Clouds;899
8;1;2014;0;4;0;252.15;0;0;1;Clear;483
8;1;2014;1;4;0;251.38;0;0;1;Clear;316
8;1;2014;2;4;0;249.62;0;0;1;Clear;236
8;1;2014;3;4;0;249.64;0;0;1;Clear;304
8;1;2014;4;4;0;249.48;0;0;1;Clear;734
8;1;2014;5;4;0;248.88;0;0;1;Clear;2507
8;1;2014;6;4;0;248.48;0;0;1;Clear;5475
8;1;2014;7;4;0;248.15;0;0;1;Clear;6280
8;1;2014;8;4;0;247.64;0;0;1;Clear;5332
8;1;2014;9;4;0;249.8;0;0;75;Clouds;4669
8;1;2014;10;4;0;250.8;0;0;1;Clear;4080
8;1;2014;11;4;0;253.99;0;0;1;Clear;4121
8;1;2014;12;4;0;255.57;0;0;5;Clear;4460
8;1;2014;14;4;0;256.1;0;0;5;Clear;4943
8;1;2014;15;4;0;256.32;0;0;64;Clouds;5469
8;1;2014;16;4;0;256.25;0;0;64;Clouds;6273
8;1;2014;17;4;0;255.34;0;0;1;Clear;5932
8;1;2014;18;4;0;250.78;0;0;1;Clear;4305
8;1;2014;19;4;0;248.66;0;0;1;Clear;2922
8;1;2014;20;4;0;248.13;0;0;5;Clear;2313
8;1;2014;21;4;0;248.14;0;0;1;Clear;2039
8;1;2014;22;4;0;248.7;0;0;1;Clear;1436
8;1;2014;23;4;0;248.15;0;0;1;Clear;959
9;1;2014;0;5;0;249.17;0;0;1;Clear;544
9;1;2014;1;5;0;251.5;0;0;1;Clear;311
9;1;2014;3;5;0;253.53;0;0;64;Clouds;336
9;1;2014;4;5;0;255.35;0;0;64;Clouds;749
9;1;2014;5;5;0;256.01;0;0;64;Clouds;2622
9;1;2014;6;5;0;256.82;0;0;64;Clouds;5562
9;1;2014;7;5;0;256.74;0;0;64;Clouds;6190
9;1;2014;8;5;0;257.43;0;0;64;Clouds;5778
9;1;2014;9;5;0;257.88;0;0;64;Clouds;4762
9;1;2014;10;5;0;259.3;0;0;64;Clouds;4243
9;1;2014;11;5;0;261.29;0;0;64;Clouds;4596
9;1;2014;12;5;0;263.12;0;0;64;Clouds;4851
9;1;2014;13;5;0;264.63;0;0;64;Clouds;4839
9;1;2014;14;5;0;265.39;0;0;64;Clouds;5219
9;1;2014;15;5;0;266.15;0;0;64;Clouds;5702
9;1;2014;16;5;0;265.73;0;0;40;Clouds;6421
9;1;2014;16;5;0;266.47;0;0;64;Clouds;6421
9;1;2014;17;5;0;265.42;0;0;75;Clouds;6038
9;1;2014;19;5;0;264.67;0;0;64;Clouds;3287
9;1;2014;20;5;0;264.52;0;0;64;Clouds;2728
9;1;2014;21;5;0;264.64;0;0;64;Clouds;2440
9;1;2014;22;5;0;264.55;0;0;64;Mist;1654
9;1;2014;23;5;0;264.44;0;0;64;Mist;1053
10;1;2014;0;6;0;264.68;0;0;64;Haze;568
10;1;2014;0;6;0;264.68;0;0;64;Mist;568
10;1;2014;1;6;0;264.38;0;0;64;Mist;406
10;1;2014;2;6;0;265.03;0;0;64;Mist;287
10;1;2014;3;6;0;265.58;0;0;64;Mist;372
10;1;2014;4;6;0;266.02;0;0;64;Mist;699
10;1;2014;5;6;0;266.4;0;0;64;Mist;2488
10;1;2014;5;6;0;266.4;0;0;64;Snow;2488
10;1;2014;6;6;0;266.81;0;0;64;Mist;5266
10;1;2014;7;6;0;267.24;0;0;64;Mist;5361
10;1;2014;8;6;0;267.43;0;0;64;Mist;5265
10;1;2014;9;6;0;267.96;0;0;64;Mist;5052
10;1;2014;10;6;0;268.5;0;0;64;Mist;4211
10;1;2014;11;6;0;269.34;0;0;64;Mist;4705
10;1;2014;12;6;0;270.11;0;0;64;Mist;5073
10;1;2014;13;6;0;270.63;0;0;64;Mist;5078
10;1;2014;14;6;0;271.1;0;0;64;Mist;5318
10;1;2014;15;6;0;271.53;0;0;64;Mist;5741
10;1;2014;16;6;0;271.8;0;0;90;Mist;6235
10;1;2014;17;6;0;272.15;0;0;90;Mist;5706
10;1;2014;19;6;0;271.55;0;0;64;Mist;3355
10;1;2014;19;6;0;271.55;0;0;64;Snow;3355
10;1;2014;20;6;0;271.62;0;0;90;Mist;2706
10;1;2014;20;6;0;271.62;0;0;90;Fog;2706
10;1;2014;21;6;0;271.65;0;0;90;Mist;2712
10;1;2014;21;6;0;271.65;0;0;90;Fog;2712
10;1;2014;23;6;0;271.56;0;0;64;Mist;1536
11;1;2014;1;7;0;271.51;0;0;64;Mist;651
11;1;2014;2;7;0;271.6;0;0;64;Mist;540
11;1;2014;3;7;0;271.6;0;0;64;Mist;376
11;1;2014;4;7;0;271.45;0;0;64;Mist;365
11;1;2014;5;7;0;271.03;0;0;64;Mist;741
11;1;2014;6;7;0;270.53;0;0;90;Mist;1233
11;1;2014;7;7;0;269.74;0;0;64;Mist;1834
11;1;2014;8;7;0;269.36;0;0;64;Clouds;2584
11;1;2014;9;7;0;269.43;0;0;64;Mist;3147
11;1;2014;10;7;0;269.89;0;0;64;Mist;3332
11;1;2014;11;7;0;270.72;0;0;64;Mist;4027
11;1;2014;12;7;0;271.23;0;0;64;Clouds;4554
11;1;2014;13;7;0;271.46;0;0;64;Clouds;4509
11;1;2014;14;7;0;271.96;0;0;64;Clouds;4706
11;1;2014;15;7;0;272.1;0;0;64;Clouds;4628
11;1;2014;16;7;0;271.04;0;0;20;Clouds;4546
11;1;2014;16;7;0;272.02;0;0;64;Clouds;4546
11;1;2014;17;7;0;269.64;0;0;75;Clouds;4470
11;1;2014;19;7;0;269.37;0;0;64;Clouds;3107
11;1;2014;20;7;0;268.82;0;0;64;Clouds;2519
11;1;2014;21;7;0;268.34;0;0;64;Mist;3440
11;1;2014;22;7;0;268.17;0;0;64;Mist;3505
11;1;2014;23;7;0;267.84;0;0;64;Mist;1856
12;1;2014;0;1;0;267.73;0;0;64;Clouds;1112
12;1;2014;1;1;0;267.9;0;0;64;Clouds;706
12;1;2014;2;1;0;268.32;0;0;64;Clouds;524
12;1;2014;3;1;0;269;0;0;64;Clouds;321
12;1;2014;4;1;0;269.34;0;0;64;Clouds;261
12;1;2014;5;1;0;270.41;0;0;64;Clouds;463
12;1;2014;6;1;0;271.21;0;0;64;Clouds;731
12;1;2014;7;1;0;271.44;0;0;64;Clouds;1053
12;1;2014;8;1;0;272.28;0;0;64;Clouds;1643
12;1;2014;9;1;0;272.95;0;0;64;Clouds;2387
12;1;2014;10;1;0;274.49;0;0;64;Clouds;3069
12;1;2014;11;1;0;275.83;0.25;0;64;Rain;3419
12;1;2014;12;1;0;276.71;0.37;0;64;Rain;3831
12;1;2014;13;1;0;277.18;0.83;0;64;Rain;3997
12;1;2014;14;1;0;277.41;0.72;0;64;Rain;3881
12;1;2014;15;1;0;277.63;0.67;0;64;Rain;4151
12;1;2014;16;1;0;277.29;0.51;0;64;Rain;3946
12;1;2014;17;1;0;275.64;0.25;0;64;Rain;3662
12;1;2014;19;1;0;275.01;0.25;0;64;Rain;2504
12;1;2014;20;1;0;274.98;0.25;0;64;Rain;1972
12;1;2014;21;1;0;275.06;0.25;0;64;Rain;1714
12;1;2014;22;1;0;275.11;0;0;64;Clouds;1306
12;1;2014;23;1;0;274.8;0;0;64;Clouds;797
13;1;2014;0;2;0;274.47;0.25;0;64;Rain;453
13;1;2014;1;2;0;273.56;0;0;64;Clouds;294
13;1;2014;2;2;0;273.36;0;0;64;Clouds;210
13;1;2014;3;2;0;272.54;0;0;64;Clouds;307
13;1;2014;4;2;0;272.52;0;0;64;Clouds;755
13;1;2014;5;2;0;272.28;0;0;64;Clouds;2557
13;1;2014;6;2;0;272.17;0;0;64;Clouds;5700
13;1;2014;7;2;0;271.85;0;0;64;Clouds;6276
13;1;2014;8;2;0;270.84;0;0;64;Clouds;5592
13;1;2014;9;2;0;270.14;0;0;64;Clouds;4768
13;1;2014;10;2;0;270.77;0;0;64;Clouds;4045
13;1;2014;11;2;0;270.59;0;0;64;Clouds;4384
13;1;2014;12;2;0;271.23;0;0;64;Snow;4400
13;1;2014;13;2;0;271.03;0;0;64;Clouds;4640
13;1;2014;14;2;0;271.33;0;0;64;Clouds;5163
13;1;2014;15;2;0;271.47;0.25;0;64;Rain;5576
13;1;2014;16;2;0;271.06;0;0;64;Clouds;6250
13;1;2014;17;2;0;269.74;0;0;64;Clouds;5923
13;1;2014;19;2;0;269.03;0;0;64;Clouds;2872
13;1;2014;20;2;0;269.2;0;0;64;Snow;2313
13;1;2014;21;2;0;269.87;0.25;0;64;Rain;2107
13;1;2014;21;2;0;269.87;0.25;0;64;Snow;2107
13;1;2014;21;2;0;269.87;0.25;0;64;Mist;2107
13;1;2014;22;2;0;270.12;0;0;64;Mist;1343
13;1;2014;23;2;0;270.26;0;0;64;Snow;831
13;1;2014;23;2;0;270.26;0;0;64;Mist;831
14;1;2014;0;3;0;270.12;0;0;90;Clouds;433
14;1;2014;1;3;0;270.14;0;0;90;Snow;332
14;1;2014;1;3;0;270.14;0;0;90;Mist;332
14;1;2014;2;3;0;270.15;0;0;90;Snow;242
14;1;2014;2;3;0;270.15;0;0;90;Mist;242
14;1;2014;3;3;0;270.15;0;0;90;Snow;401
14;1;2014;3;3;0;270.15;0;0;90;Mist;401
14;1;2014;3;3;0;270.15;0;0;90;Fog;401
14;1;2014;4;3;0;269.28;0;0;90;Snow;877
14;1;2014;4;3;0;269.28;0;0;90;Mist;877
14;1;2014;5;3;0;268.31;0;0;90;Snow;2389
14;1;2014;5;3;0;268.31;0;0;90;Mist;2389
14;1;2014;6;3;0;267.65;0;0;90;Snow;3948
14;1;2014;6;3;0;267.65;0;0;90;Mist;3948
14;1;2014;7;3;0;267.15;0;0;90;Clouds;3349
14;1;2014;8;3;0;266.31;0;0;90;Snow;3080
14;1;2014;8;3;0;266.31;0;0;90;Fog;3080
14;1;2014;9;3;0;266.34;0;0;90;Snow;3746
14;1;2014;9;3;0;266.34;0;0;90;Mist;3746
14;1;2014;9;3;0;266.34;0;0;90;Haze;3746
14;1;2014;10;3;0;266.15;0;0;90;Snow;3740
14;1;2014;10;3;0;266.15;0;0;90;Mist;3740
14;1;2014;10;3;0;266.15;0;0;90;Haze;3740
14;1;2014;11;3;0;266.15;0;0;90;Snow;3454
14;1;2014;11;3;0;266.15;0;0;90;Mist;3454
14;1;2014;11;3;0;266.15;0;0;90;Haze;3454
14;1;2014;12;3;0;266.15;0;0;90;Snow;3764
14;1;2014;13;3;0;265.89;0;0;75;Clouds;4062
14;1;2014;14;3;0;265.89;0;0;75;Clouds;4383
14;1;2014;15;3;0;265.48;0;0;1;Clear;5160
14;1;2014;16;3;0;264.77;0;0;75;Clouds;5725
14;1;2014;17;3;0;264.15;0;0;75;Clouds;5693
14;1;2014;18;3;0;261.8;0;0;1;Clear;4284
14;1;2014;19;3;0;261.67;0;0;1;Clear;2951
14;1;2014;20;3;0;260.36;0;0;40;Clouds;2736
14;1;2014;21;3;0;260.39;0;0;1;Clear;3595
14;1;2014;23;3;0;259.79;0;0;64;Clouds;977
15;1;2014;0;4;0;258.5;0;0;20;Clouds;515
15;1;2014;0;4;0;259.14;0;0;64;Clouds;515
15;1;2014;2;4;0;257.96;0;0;64;Clouds;305
15;1;2014;3;4;0;257.44;0;0;64;Clouds;354
15;1;2014;4;4;0;256.74;0;0;64;Clouds;793
15;1;2014;5;4;0;256.32;0;0;64;Clouds;2677
15;1;2014;6;4;0;256.07;0;0;64;Clouds;5542
15;1;2014;7;4;0;256.29;0;0;64;Clouds;6193
15;1;2014;8;4;0;256.92;0;0;64;Clouds;5686
15;1;2014;9;4;0;257.66;0;0;64;Clouds;4837
15;1;2014;10;4;0;258.69;0;0;64;Clouds;4225
15;1;2014;11;4;0;259.91;0;0;64;Clouds;4560
15;1;2014;12;4;0;261.03;0;0;64;Clouds;4790
15;1;2014;13;4;0;261.74;0;0;64;Clouds;4777
15;1;2014;14;4;0;262.85;0;0;90;Clouds;4735
15;1;2014;16;4;0;263.15;0;0;90;Clouds;6252
15;1;2014;16;4;0;263.03;0;0;64;Haze;6252
15;1;2014;17;4;0;263.31;0;0;64;Snow;5258
15;1;2014;17;4;0;263.31;0;0;64;Mist;5258
15;1;2014;18;4;0;264.7;0.25;0;90;Rain;4270
15;1;2014;18;4;0;264.7;0.25;0;90;Snow;4270
