Month,Day,Hour,Distance to solar noon,Temperature,Wind direction,Wind speed,Sky cover,Visibility,Humidity,Average wind speed,Average pressure,Power generated
11,26,7,0.401694915,55,34,2.1,4,9.0,83,0.0,29.85,69
11,26,10,0.096610169,55,34,2.1,4,9.0,78,0.0,29.88,1340
11,26,13,0.208474576,55,34,2.1,4,4.0,90,0.0,29.88,2726
11,26,16,0.513559322,55,34,2.1,4,6.0,86,0.0,29.89,68
11,27,10,0.098471986,56,29,7.2,2,8.0,87,7.0,30.1,13893
11,27,13,0.20713073,56,29,7.2,4,9.0,80,11.0,30.09,11407
11,27,16,0.512733447,56,29,7.2,3,10.0,78,11.0,30.11,633
11,28,7,0.404761905,53,24,3.9,4,10.0,86,3.0,30.25,11
11,28,10,0.098639456,53,24,3.9,4,10.0,83,3.0,30.3,1353
11,28,13,0.207482993,53,24,3.9,4,10.0,83,5.0,30.24,10939
11,28,16,0.513605442,53,24,3.9,4,7.0,78,3.0,30.2,4273
11,29,7,0.406143345,57,12,2.8,2,4.0,96,,30.16,159
11,29,10,0.098976109,57,12,2.8,3,7.0,80,8.0,30.19,7229
11,29,13,0.208191126,57,12,2.8,2,10.0,75,0.0,30.12,18371
11,29,16,0.5153583620000001,57,12,2.8,1,10.0,54,0.0,30.1,5918
11,30,7,0.408547009,55,7,2.3,2,4.0,93,3.0,30.14,191
11,30,10,0.100854701,55,7,2.3,2,6.0,83,5.0,30.16,14064
11,30,13,0.206837607,55,7,2.3,2,8.0,75,6.0,30.12,20574
11,30,16,0.514529915,55,7,2.3,2,6.0,75,0.0,30.09,5548
12,1,10,0.101027397,53,28,6.9,4,3.0,96,7.0,30.18,2184
12,1,13,0.207191781,53,28,6.9,4,4.0,86,9.0,30.14,2907
12,1,16,0.515410959,53,28,6.9,4,6.0,80,11.0,30.13,469
12,2,10,0.101200686,56,28,6.9,3,9.0,81,9.0,30.2,10230
12,2,13,0.20754717,56,28,6.9,1,10.0,75,5.0,30.14,19145
12,2,16,0.516295026,56,28,6.9,2,10.0,70,10.0,30.15,5666
12,3,10,0.103092784,53,33,3.7,4,1.5,100,3.0,30.2,5857
12,3,13,0.206185567,53,33,3.7,3,5.0,80,5.0,30.12,14677
12,3,16,0.515463918,53,33,3.7,4,6.0,69,3.0,30.1,3724
12,4,7,0.413080895,54,6,7.4,4,5.0,80,13.0,30.06,188
12,4,10,0.103270224,54,6,7.4,4,5.0,77,7.0,30.07,13982
12,4,13,0.206540448,54,6,7.4,0,7.0,64,6.0,30.03,21285
12,4,16,0.516351119,54,6,7.4,0,8.0,67,0.0,30.0,5652
12,5,7,0.415517241,54,15,3.5,1,6.0,86,6.0,30.17,117
12,5,10,0.105172414,54,15,3.5,1,6.0,72,6.0,30.23,13253
12,5,13,0.205172414,54,15,3.5,1,9.0,56,0.0,30.18,20321
12,5,16,0.515517241,54,15,3.5,3,10.0,46,0.0,30.16,5999
12,6,7,0.415517241,51,3,3.6,1,10.0,86,0.0,30.24,110
12,6,10,0.105172414,51,3,3.6,1,8.0,77,7.0,30.26,13734
12,6,13,0.205172414,51,3,3.6,1,7.0,62,0.0,30.21,20887
12,6,16,0.515517241,51,3,3.6,1,8.0,72,3.0,30.18,5603
12,7,7,0.416234888,50,27,6.6,2,4.0,96,6.0,30.13,140
12,7,10,0.105354059,50,27,6.6,4,2.5,86,0.0,30.15,12328
12,7,13,0.20552677,50,27,6.6,4,6.0,80,11.0,30.1,11715
12,7,16,0.516407599,50,27,6.6,4,10.0,74,10.0,30.08,3854
12,8,7,0.418685121,50,33,4.9,3,9.0,86,3.0,30.05,90
12,8,10,0.107266436,50,33,4.9,3,9.0,77,8.0,30.1,3336
12,8,13,0.204152249,50,33,4.9,1,10.0,77,9.0,30.07,15878
12,8,16,0.515570934,50,33,4.9,2,10.0,71,0.0,30.07,5654
12,9,7,0.419410745,49,6,6.4,1,10.0,57,7.0,30.23,108
12,9,10,0.10745234,49,6,6.4,1,10.0,49,6.0,30.27,13962
12,9,13,0.204506066,49,6,6.4,1,10.0,55,7.0,30.23,21545
12,9,16,0.516464471,49,6,6.4,1,10.0,67,11.0,30.26,5580
12,10,7,0.421875,51,12,4.0,0,6.0,80,10.0,30.36,98
12,10,10,0.109375,51,12,4.0,0,5.0,74,3.0,30.4,13185
12,10,13,0.203125,51,12,4.0,0,8.0,51,3.0,30.32,20658
12,10,16,0.515625,51,12,4.0,1,9.0,78,6.0,30.26,5430
12,11,7,0.421875,50,29,4.9,1,10.0,83,9.0,30.18,25
12,11,10,0.109375,50,29,4.9,3,8.0,72,0.0,30.18,12722
12,11,13,0.203125,50,29,4.9,3,9.0,67,5.0,30.1,17127
12,11,16,0.515625,50,29,4.9,3,6.0,78,0.0,30.04,4287
12,12,7,0.424347826,53,27,9.4,2,6.0,89,3.0,29.95,101
12,12,10,0.111304348,53,27,9.4,1,4.0,80,0.0,29.97,12297
12,12,13,0.20173913,53,27,9.4,3,9.0,67,8.0,29.9,15931
12,12,16,0.514782609,53,27,9.4,4,9.0,83,14.0,29.88,2812
12,13,7,0.424347826,49,29,15.9,2,10.0,66,14.0,29.89,75
12,13,10,0.111304348,49,29,15.9,2,10.0,57,15.0,29.92,12944
12,13,13,0.20173913,49,29,15.9,3,10.0,51,20.0,29.87,17309
12,13,16,0.514782609,49,29,15.9,2,10.0,61,16.0,29.85,3618
12,14,10,0.113240418,45,16,7.8,4,10.0,74,13.0,29.95,738
12,14,13,0.200348432,45,16,7.8,4,10.0,80,6.0,29.89,4194
12,14,16,0.513937282,45,16,7.8,4,4.0,86,0.0,29.83,223
12,15,10,0.113240418,46,21,8.9,3,9.0,77,9.0,29.81,10192
12,15,13,0.200348432,46,21,8.9,2,10.0,66,16.0,29.79,13049
12,15,16,0.513937282,46,21,8.9,3,10.0,61,15.0,29.79,198
12,16,10,0.115183246,43,5,9.3,3,10.0,86,10.0,29.99,4935
12,16,13,0.19895288,43,5,9.3,3,10.0,74,7.0,29.97,8729
12,16,16,0.513089005,43,5,9.3,3,10.0,83,20.0,29.99,1599
12,17,10,0.115183246,43,29,8.4,0,10.0,60,3.0,30.04,13602
12,17,13,0.19895288,43,29,8.4,1,10.0,44,5.0,29.96,22524
12,17,16,0.513089005,43,29,8.4,1,10.0,59,14.0,29.91,6311
12,18,7,0.431064572,47,20,8.7,1,10.0,77,7.0,30.05,37
12,18,10,0.116928447,47,20,8.7,2,10.0,80,6.0,30.12,8699
12,18,13,0.197207679,47,20,8.7,3,10.0,74,8.0,30.13,10968
12,18,16,0.511343805,47,20,8.7,4,10.0,69,11.0,30.14,3407
12,19,10,0.116928447,49,26,9.2,3,9.0,80,8.0,30.32,7715
12,19,13,0.197207679,49,26,9.2,2,10.0,59,14.0,30.3,18824
12,19,16,0.511343805,49,26,9.2,2,10.0,59,16.0,30.31,5367
12,20,7,0.432809773,43,29,2.3,1,10.0,82,0.0,30.36,91
12,20,10,0.118673647,43,29,2.3,2,10.0,74,0.0,30.4,12388
12,20,13,0.195462478,43,29,2.3,2,10.0,61,0.0,30.33,20205
12,20,16,0.509598604,43,29,2.3,3,10.0,61,0.0,30.29,5310
12,21,7,0.432809773,49,12,5.1,4,10.0,74,0.0,30.19,104
12,21,10,0.118673647,49,12,5.1,4,10.0,71,0.0,30.19,881
12,21,13,0.195462478,49,12,5.1,4,8.0,86,6.0,30.07,2223
12,21,16,0.509598604,49,12,5.1,4,5.0,86,10.0,29.99,612
12,22,10,0.120418848,48,26,8.9,1,10.0,69,9.0,29.91,13034
12,22,13,0.193717277,48,26,8.9,3,10.0,71,11.0,29.89,10962
12,22,16,0.5078534029999999,48,26,8.9,3,10.0,71,11.0,29.88,2553
12,23,10,0.120418848,47,13,3.6,3,10.0,77,0.0,29.96,8491
12,23,13,0.193717277,47,13,3.6,3,10.0,77,8.0,29.93,12958
12,23,16,0.5078534029999999,47,13,3.6,3,10.0,69,5.0,29.9,6769
12,24,10,0.122164049,51,14,10.4,4,10.0,80,7.0,29.84,2014
12,24,13,0.191972077,51,14,10.4,4,10.0,77,10.0,29.81,1672
12,24,16,0.5061082020000001,51,14,10.4,4,10.0,72,10.0,29.78,212
12,25,10,0.12195122,47,28,21.1,3,6.0,96,25.0,29.79,7417
12,25,13,0.191637631,47,28,21.1,2,10.0,57,28.0,29.81,20992
12,25,16,0.505226481,47,28,21.1,2,10.0,68,26.0,29.86,5808
12,26,10,0.12369338,47,29,4.9,1,10.0,68,0.0,30.25,13246
12,26,13,0.18989547,47,29,4.9,1,10.0,54,5.0,30.24,22387
12,26,16,0.5034843210000001,47,29,4.9,2,10.0,52,0.0,30.26,6491
12,27,10,0.12369338,45,12,1.3,2,10.0,80,3.0,30.42,6570
12,27,13,0.18989547,45,12,1.3,3,10.0,71,5.0,30.37,13748
12,27,16,0.5034843210000001,45,12,1.3,3,10.0,66,0.0,30.36,1869
12,28,7,0.43826087,51,10,2.4,2,10.0,89,0.0,30.37,101
12,28,10,0.1252173909999999,51,10,2.4,3,10.0,86,8.0,30.39,11039
12,28,13,0.187826087,51,10,2.4,3,10.0,80,0.0,30.33,14950
12,28,16,0.500869565,51,10,2.4,3,10.0,67,0.0,30.28,6341
12,29,10,0.1252173909999999,51,30,3.2,3,6.0,90,5.0,30.3,3729
12,29,13,0.187826087,51,30,3.2,3,6.0,86,3.0,30.25,8365
12,29,16,0.500869565,51,30,3.2,2,10.0,72,0.0,30.22,6822
12,30,7,0.44,50,34,4.6,3,5.0,96,9.0,30.21,15
12,30,10,0.126956522,50,34,4.6,3,0.75,93,6.0,30.23,12426
12,30,13,0.186086957,50,34,4.6,1,5.0,86,3.0,30.15,22458
12,30,16,0.499130435,50,34,4.6,1,10.0,83,6.0,30.12,7453
12,31,10,0.1267361109999999,48,30,4.1,4,0.5,96,3.0,30.26,2423
12,31,13,0.185763889,48,30,4.1,1,2.5,96,3.0,30.2,15177
12,31,16,0.498263889,48,30,4.1,3,1.25,96,8.0,30.18,5904
1,1,10,0.1282495669999999,47,3,3.8,4,4.0,89,5.0,30.21,9650
1,1,13,0.183708839,47,3,3.8,4,6.0,89,0.0,30.14,17059
1,1,16,0.495667244,47,3,3.8,2,7.0,83,6.0,30.09,6573
1,2,10,0.128027682,51,25,10.3,4,3.0,93,6.0,29.93,998
1,2,13,0.183391003,51,25,10.3,4,5.0,90,14.0,29.91,3831
1,2,16,0.494809689,51,25,10.3,2,10.0,74,16.0,29.92,4368
1,3,7,0.438687392,44,30,5.2,1,10.0,86,3.0,30.05,6
1,3,10,0.127806563,44,30,5.2,2,10.0,61,0.0,30.09,10848
1,3,13,0.183074266,44,30,5.2,3,10.0,54,7.0,30.05,20941
1,3,16,0.493955095,44,30,5.2,3,10.0,50,13.0,30.04,7581
1,4,7,0.440414508,42,27,2.4,0,10.0,76,3.0,30.13,13
1,4,10,0.129533679,42,27,2.4,2,10.0,71,0.0,30.21,11696
1,4,13,0.18134715,42,27,2.4,3,10.0,61,3.0,30.17,20749
1,4,16,0.492227979,42,27,2.4,3,10.0,52,0.0,30.17,6851
1,5,10,0.129533679,46,4,4.2,4,10.0,68,0.0,30.2,1847
1,5,13,0.18134715,46,4,4.2,4,1.5,93,0.0,30.16,4988
1,5,16,0.492227979,46,4,4.2,4,1.5,96,5.0,30.18,1175
1,6,10,0.131034483,49,17,3.5,4,8.0,86,6.0,30.3,2312
1,6,13,0.179310345,49,17,3.5,4,10.0,80,3.0,30.26,15975
1,6,16,0.489655172,49,17,3.5,3,10.0,80,0.0,30.25,7508
1,7,10,0.130584192,49,1,3.8,4,5.0,86,3.0,30.29,8716
1,7,13,0.178694158,49,1,3.8,1,5.0,80,0.0,30.23,20917
1,7,16,0.487972509,49,1,3.8,1,6.0,77,0.0,30.19,7239
1,8,10,0.132075472,48,4,3.8,3,2.5,83,5.0,30.22,8436
1,8,13,0.176672384,48,4,3.8,4,9.0,86,6.0,30.17,7129
1,8,16,0.48542024,48,4,3.8,2,9.0,80,7.0,30.18,7093
1,9,7,0.440068493,49,11,6.6,4,0.25,96,0.0,30.27,3
1,9,10,0.131849315,49,11,6.6,1,5.0,96,7.0,30.3,12752
1,9,13,0.176369863,49,11,6.6,1,10.0,51,13.0,30.26,23728
1,9,16,0.484589041,49,11,6.6,1,10.0,39,6.0,30.26,8333
1,10,7,0.439316239,56,8,6.9,0,10.0,61,5.0,30.47,3
1,10,10,0.131623932,56,8,6.9,0,10.0,69,10.0,30.53,12646
1,10,13,0.176068376,56,8,6.9,0,10.0,41,5.0,30.49,23280
1,10,16,0.483760684,56,8,6.9,1,10.0,58,7.0,30.47,8262
1,11,10,0.133105802,48,3,2.7,1,10.0,77,3.0,30.51,12521
1,11,13,0.174061433,48,3,2.7,2,10.0,77,5.0,30.43,22737
1,11,16,0.481228669,48,3,2.7,3,10.0,72,5.0,30.35,7538
1,12,7,0.439522998,59,9,9.5,2,10.0,48,8.0,30.29,128
1,12,10,0.132879046,59,9,9.5,3,10.0,48,17.0,30.31,815
1,13,10,0.134125637,61,13,5.3,0,10.0,46,9.0,30.33,12826
1,13,13,0.17147708,61,13,5.3,0,10.0,35,7.0,30.27,22992
1,13,16,0.477079796,61,13,5.3,0,10.0,29,3.0,30.22,8465
1,14,7,0.438983051,55,9,2.3,0,10.0,89,0.0,30.22,18
1,14,10,0.133898305,55,9,2.3,1,10.0,80,3.0,30.24,12654
1,14,13,0.171186441,55,9,2.3,3,9.0,78,6.0,30.17,22639
1,14,16,0.476271186,55,9,2.3,2,10.0,40,3.0,30.14,8636
1,15,7,0.438240271,56,13,3.2,1,10.0,83,5.0,30.15,15
1,15,10,0.133671743,56,13,3.2,1,10.0,51,9.0,30.17,12969
1,15,13,0.170896785,56,13,3.2,1,10.0,70,6.0,30.12,23144
1,15,16,0.475465313,56,13,3.2,1,10.0,39,3.0,30.1,8684
1,16,7,0.438448567,55,12,2.0,0,10.0,80,0.0,30.22,21
1,16,10,0.134907251,55,12,2.0,0,10.0,72,7.0,30.27,12728
1,16,13,0.1686340639999999,55,12,2.0,0,10.0,65,3.0,30.21,23077
1,16,16,0.472175379,55,12,2.0,0,10.0,56,0.0,30.19,3049
1,17,7,0.437710438,52,6,1.1,0,10.0,89,0.0,30.23,189
1,17,10,0.134680135,52,6,1.1,0,6.0,80,0.0,30.25,12474
1,17,13,0.168350168,52,6,1.1,0,6.0,80,8.0,30.18,22482
1,17,16,0.471380471,52,6,1.1,1,6.0,69,0.0,30.15,8277
1,18,7,0.43697479,55,14,2.5,0,8.0,93,5.0,30.25,52
1,18,10,0.134453782,55,14,2.5,0,4.0,72,8.0,30.29,12545
1,18,13,0.168067227,55,14,2.5,0,5.0,54,3.0,30.26,23065
1,18,16,0.470588235,55,14,2.5,0,6.0,42,0.0,30.25,8581
1,19,7,0.43718593,55,14,1.9,0,10.0,77,0.0,30.24,23
1,19,10,0.1356783919999999,55,14,1.9,0,10.0,48,6.0,30.26,13489
1,19,13,0.1658291459999999,55,14,1.9,0,10.0,45,5.0,30.19,23615
1,19,16,0.467336683,55,14,1.9,0,10.0,31,0.0,30.15,9129
1,20,7,0.436454849,55,13,1.5,1,10.0,86,0.0,30.15,207
1,20,10,0.135451505,55,13,1.5,1,10.0,55,3.0,30.17,13558
1,20,13,0.165551839,55,13,1.5,1,10.0,37,3.0,30.09,23223
1,20,16,0.466555184,55,13,1.5,2,10.0,52,5.0,30.04,8478
1,21,10,0.134775374,55,4,2.4,4,10.0,75,3.0,30.02,1488
1,21,13,0.164725458,55,4,2.4,4,10.0,67,0.0,29.98,2059
1,21,16,0.46422629,55,4,2.4,4,10.0,72,3.0,29.98,1216
1,22,10,0.134551495,53,2,2.6,4,4.0,96,0.0,30.02,120
1,22,13,0.164451827,53,2,2.6,4,4.0,93,7.0,30.0,4956
1,22,16,0.46345515,53,2,2.6,4,8.0,93,0.0,30.0,2298
1,23,10,0.135761589,54,32,2.7,4,6.0,96,0.0,30.05,2240
1,23,13,0.162251656,54,32,2.7,4,1.5,96,0.0,30.03,4097
1,23,16,0.460264901,54,32,2.7,4,3.0,96,0.0,30.02,1871
1,24,10,0.135313531,52,27,10.0,4,6.0,93,10.0,30.18,1483
1,24,13,0.161716172,52,27,10.0,4,10.0,80,10.0,30.15,2273
1,24,16,0.458745875,52,27,10.0,4,9.0,80,9.0,30.15,1717
1,25,7,0.4316309720000001,50,28,18.7,2,10.0,74,18.0,30.09,17
1,25,10,0.13509061,50,28,18.7,2,10.0,69,18.0,30.11,13734
1,25,13,0.161449753,50,28,18.7,3,10.0,72,21.0,30.05,19435
1,25,16,0.457990115,50,28,18.7,3,10.0,72,21.0,29.99,4842
1,26,10,0.1346469619999999,47,32,6.6,1,10.0,71,3.0,30.12,15341
1,26,13,0.16091954,47,32,6.6,1,10.0,66,5.0,30.1,25763
1,26,16,0.456486043,47,32,6.6,1,10.0,51,6.0,30.12,10514
1,27,10,0.135842881,47,36,6.0,1,10.0,34,0.0,30.49,14987
1,27,13,0.158756137,47,36,6.0,1,10.0,35,5.0,30.48,25220
1,27,16,0.453355155,47,36,6.0,1,10.0,53,5.0,30.47,10118
1,28,10,0.135620915,49,27,4.7,0,10.0,61,3.0,30.5,15070
1,28,13,0.158496732,49,27,4.7,0,10.0,40,0.0,30.39,25314
1,28,16,0.452614379,49,27,4.7,1,10.0,67,16.0,30.32,10416
1,30,13,0.157212318,52,29,4.8,0,8.0,75,3.0,30.25,21150
1,30,16,0.448946515,52,29,4.8,0,9.0,56,3.0,30.21,10418
1,31,7,0.424878837,51,28,5.0,0,10.0,89,0.0,30.16,292
1,31,10,0.134087237,51,28,5.0,0,5.0,83,0.0,30.19,15312
1,31,13,0.156704362,51,28,5.0,0,7.0,80,5.0,30.14,24563
1,31,16,0.447495961,51,28,5.0,0,10.0,67,10.0,30.09,10570
1,31,19,0.7382875609999999,51,28,5.0,0,10.0,83,7.0,30.09,1
2,1,7,0.4235104670000001,54,32,1.9,0,10.0,86,0.0,30.18,362
2,1,10,0.133655395,54,32,1.9,0,10.0,42,3.0,30.23,16420
2,1,13,0.156199678,54,32,1.9,0,10.0,29,5.0,30.18,25922
2,1,16,0.44605475,54,32,1.9,0,10.0,29,5.0,30.17,11047
2,2,7,0.424437299,54,7,1.8,1,10.0,89,5.0,30.22,375
2,2,10,0.135048232,54,7,1.8,1,10.0,72,3.0,30.26,15387
2,2,13,0.154340836,54,7,1.8,0,9.0,69,6.0,30.2,24249
2,2,16,0.443729904,54,7,1.8,0,9.0,49,0.0,30.15,10241
2,3,7,0.423076923,56,32,3.1,0,4.0,93,3.0,30.1,345
2,3,10,0.134615385,56,32,3.1,0,4.0,67,6.0,30.1,15731
2,3,13,0.153846154,56,32,3.1,0,5.0,72,5.0,30.02,24745
2,3,16,0.442307692,56,32,3.1,1,10.0,58,8.0,29.97,10469
2,4,7,0.42172524,53,20,4.5,4,6.0,89,5.0,29.97,416
2,4,10,0.134185304,53,20,4.5,3,3.0,93,0.0,29.99,13562
2,4,13,0.153354633,53,20,4.5,4,4.0,78,0.0,29.95,14862
2,4,16,0.440894569,53,20,4.5,4,6.0,65,0.0,29.9,6425
2,4,19,0.728434505,53,20,4.5,4,10.0,75,3.0,29.89,3
2,5,7,0.420382166,55,16,10.3,4,10.0,90,8.0,29.91,1
2,5,10,0.1337579619999999,55,16,10.3,3,10.0,83,11.0,29.96,4891
2,5,13,0.152866242,55,16,10.3,4,10.0,86,10.0,29.92,13489
2,5,16,0.439490446,55,16,10.3,3,10.0,72,14.0,29.9,6004
2,5,19,0.72611465,55,16,10.3,2,10.0,80,14.0,29.9,2
2,6,7,0.419047619,53,13,7.5,4,7.0,96,10.0,29.79,114
2,6,10,0.133333333,53,13,7.5,3,10.0,80,6.0,29.81,7359
2,6,13,0.152380952,53,13,7.5,4,9.0,83,6.0,29.79,4337
2,6,16,0.438095238,53,13,7.5,4,10.0,77,7.0,29.79,7204
2,7,7,0.417721519,55,32,5.3,2,10.0,86,7.0,29.86,501
2,7,10,0.132911392,55,32,5.3,3,10.0,83,3.0,29.89,9382
2,7,13,0.151898734,55,32,5.3,3,10.0,77,0.0,29.85,18365
2,7,16,0.436708861,55,32,5.3,2,10.0,69,11.0,29.85,9865
2,8,10,0.132283465,50,23,9.0,4,10.0,86,6.0,29.93,2169
2,8,13,0.1511811019999999,50,23,9.0,4,10.0,77,10.0,29.91,6027
2,8,16,0.434645669,50,23,9.0,3,10.0,69,16.0,29.85,7760
2,9,7,0.4144427,48,29,16.2,3,10.0,77,6.0,29.89,795
2,9,10,0.131868132,48,29,16.2,3,10.0,59,21.0,29.96,16394
2,9,13,0.150706436,48,29,16.2,1,10.0,47,28.0,29.97,28891
2,9,16,0.433281005,48,29,16.2,1,10.0,64,26.0,30.0,12843
2,10,7,0.41314554,46,22,10.4,0,10.0,70,5.0,30.18,765
2,10,10,0.131455399,46,22,10.4,1,10.0,54,14.0,30.22,18914
2,10,13,0.150234742,46,22,10.4,3,10.0,59,8.0,30.21,26486
2,10,16,0.431924883,46,22,10.4,3,10.0,61,11.0,30.18,6262
2,12,7,0.409937888,49,22,6.0,2,10.0,86,0.0,30.14,860
2,12,10,0.130434783,49,22,6.0,2,10.0,77,5.0,30.2,14244
2,12,13,0.149068323,49,22,6.0,1,10.0,66,5.0,30.17,23065
2,12,16,0.428571429,49,22,6.0,3,10.0,59,8.0,30.15,12110
2,13,7,0.408668731,49,21,8.1,3,10.0,89,0.0,29.97,677
2,13,10,0.13003096,49,21,8.1,2,10.0,71,7.0,29.98,10223
2,13,13,0.148606811,49,21,8.1,2,10.0,57,10.0,29.96,23594
2,13,16,0.427244582,49,21,8.1,4,4.0,83,11.0,29.96,3329
2,14,7,0.4074074070000001,48,14,12.3,3,10.0,93,8.0,30.01,311
2,14,10,0.12962963,48,14,12.3,3,10.0,80,11.0,30.04,14471
2,14,13,0.148148148,48,14,12.3,3,10.0,64,15.0,29.99,16337
2,14,16,0.425925926,48,14,12.3,3,10.0,59,17.0,29.94,7212
2,15,10,0.129230769,49,13,16.6,4,5.0,89,20.0,29.75,2428
2,15,13,0.147692308,49,13,16.6,4,10.0,83,24.0,29.7,3695
2,15,16,0.424615385,49,13,16.6,4,4.0,83,16.0,29.71,121
2,16,10,0.1288343559999999,51,15,12.6,4,8.0,89,9.0,29.56,2983
2,16,13,0.147239264,51,15,12.6,3,10.0,74,11.0,29.61,13147
2,16,16,0.423312883,51,15,12.6,3,10.0,66,17.0,29.64,5516
2,17,7,0.403669725,51,18,11.8,4,10.0,80,11.0,29.79,114
2,17,10,0.128440367,51,18,11.8,3,10.0,72,14.0,29.87,2274
2,17,13,0.146788991,51,18,11.8,4,10.0,74,17.0,29.92,5403
2,17,16,0.422018349,51,18,11.8,3,10.0,80,6.0,29.96,2903
2,17,19,0.697247706,51,18,11.8,3,10.0,83,6.0,30.02,145
2,18,7,0.401826484,50,7,3.8,1,10.0,93,0.0,30.22,314
2,18,10,0.127853881,50,7,3.8,3,10.0,83,8.0,30.25,18188
2,18,13,0.146118721,50,7,3.8,3,10.0,75,6.0,30.21,23389
2,18,16,0.420091324,50,7,3.8,4,10.0,62,0.0,30.19,7755
2,18,19,0.6940639270000001,50,7,3.8,3,10.0,67,0.0,30.2,97
2,19,7,0.40060698,53,16,3.0,1,10.0,93,0.0,30.2,1011
2,19,10,0.127465857,53,16,3.0,1,10.0,83,6.0,30.22,19469
2,19,13,0.145675266,53,16,3.0,2,10.0,72,3.0,30.18,27043
2,19,16,0.418816388,53,16,3.0,2,10.0,40,10.0,30.13,13347
2,19,19,0.6919575109999999,53,16,3.0,1,10.0,69,6.0,30.14,72
2,20,7,0.397881997,54,32,1.3,3,10.0,86,3.0,30.18,869
2,20,10,0.1255673219999999,54,32,1.3,3,10.0,69,5.0,30.19,7004
2,21,7,0.396084337,55,14,6.9,3,10.0,86,3.0,30.05,455
2,21,10,0.125,55,14,6.9,3,10.0,83,6.0,30.05,15925
2,21,13,0.1460843369999999,55,14,6.9,4,10.0,83,0.0,30.04,12785
2,21,16,0.417168675,55,14,6.9,4,10.0,62,6.0,30.0,3458
2,22,10,0.124437781,56,15,9.4,4,4.0,93,7.0,29.99,133
2,22,13,0.145427286,56,15,9.4,4,4.0,90,7.0,29.99,1272
2,22,16,0.415292354,56,15,9.4,4,3.0,90,13.0,29.99,263
2,23,10,0.12406577,57,17,14.6,4,9.0,87,26.0,30.07,1046
2,23,13,0.1449925259999999,57,17,14.6,4,10.0,84,18.0,30.07,2918
2,23,16,0.414050822,57,17,14.6,3,10.0,81,15.0,30.07,3445
2,23,19,0.683109118,57,17,14.6,4,8.0,87,16.0,30.09,144
2,24,7,0.39195231,55,27,5.3,3,9.0,100,3.0,30.18,1512
2,24,10,0.123695976,55,27,5.3,1,10.0,78,5.0,30.19,19599
2,24,13,0.144560358,55,27,5.3,2,10.0,72,5.0,30.17,29645
2,24,16,0.412816692,55,27,5.3,3,10.0,60,13.0,30.12,14527
2,24,19,0.681073025,55,27,5.3,3,10.0,77,8.0,30.08,135
2,25,7,0.390207715,56,17,7.6,3,10.0,86,8.0,30.11,196
2,25,10,0.123145401,56,17,7.6,3,10.0,77,6.0,30.15,9942
2,25,13,0.143916914,56,17,7.6,3,10.0,58,13.0,30.15,21062
2,25,16,0.410979228,56,17,7.6,4,10.0,72,11.0,30.13,5755
2,26,7,0.389053254,53,27,11.1,4,10.0,90,7.0,30.16,262
2,26,10,0.122781065,53,27,11.1,3,10.0,80,9.0,30.22,8573
2,26,13,0.143491124,53,27,11.1,3,10.0,75,14.0,30.21,28021
2,26,16,0.409763314,53,27,11.1,2,10.0,67,22.0,30.18,14907
2,26,19,0.6760355029999999,53,27,11.1,2,10.0,74,13.0,30.21,112
2,27,7,0.386430678,52,32,5.2,3,10.0,74,5.0,30.23,1699
2,27,10,0.120943953,52,32,5.2,2,10.0,66,8.0,30.21,20749
2,27,13,0.144542773,52,32,5.2,3,10.0,64,6.0,30.17,29836
2,27,16,0.410029499,52,32,5.2,3,10.0,62,0.0,30.14,11279
2,27,19,0.6755162240000001,52,32,5.2,3,10.0,67,0.0,30.1,66
2,28,7,0.384728341,55,10,3.1,3,10.0,71,0.0,30.04,659
2,28,10,0.12041116,55,10,3.1,4,10.0,69,3.0,30.05,9928
2,28,13,0.143906021,55,10,3.1,4,10.0,70,5.0,30.01,11983
2,28,16,0.408223201,55,10,3.1,4,10.0,75,5.0,29.96,6459
2,28,19,0.672540382,55,10,3.1,4,10.0,75,3.0,29.97,41
3,1,10,0.120058565,59,14,9.9,4,10.0,83,5.0,30.04,2396
3,1,13,0.143484627,59,14,9.9,4,10.0,87,16.0,29.97,2687
3,1,16,0.407027818,59,14,9.9,4,9.0,90,23.0,29.87,608
3,2,7,0.381924198,57,19,20.8,4,3.0,93,17.0,29.91,21
3,2,10,0.119533528,57,19,20.8,4,8.0,90,11.0,29.91,532
3,2,13,0.142857143,57,19,20.8,4,1.5,86,22.0,29.9,3748
3,2,16,0.405247813,57,19,20.8,2,10.0,67,33.0,29.89,10489
3,3,10,0.119186047,54,20,17.3,3,8.0,90,11.0,29.95,2933
3,3,13,0.14244186,54,20,17.3,3,9.0,83,17.0,29.91,15361
3,3,16,0.404069767,54,20,17.3,3,10.0,55,24.0,29.86,4139
3,4,7,0.37826087,50,18,7.9,3,10.0,80,6.0,29.96,1291
3,4,10,0.117391304,50,18,7.9,3,10.0,77,5.0,30.03,16983
3,4,13,0.143478261,50,18,7.9,3,10.0,57,13.0,30.03,25415
3,4,16,0.404347826,50,18,7.9,3,10.0,55,11.0,30.03,12898
3,4,19,0.665217391,50,18,7.9,3,10.0,71,9.0,30.05,134
3,5,7,0.376623377,52,27,7.3,3,10.0,77,6.0,30.14,1190
3,5,10,0.116883117,52,27,7.3,3,10.0,80,3.0,30.18,16816
